,level_0,index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
777,777,777,ZW71731,California,M,Bachelor,517035.0,89284,133,1/2/00,Corporate Auto,SUV,402
778,778,778,ZC24631,Oregon,M,College,1391737.0,67267,89,1/0/00,Corporate Auto,Four-Door Car,94
779,779,779,YR34689,California,F,High School or Below,1131813.0,79270,95,1/3/00,Personal Auto,Four-Door Car,456
780,780,780,RT65829,Oregon,M,Bachelor,427636.0,36692,109,1/1/00,Personal Auto,Four-Door Car,523
781,781,781,BZ12077,Oregon,F,High School or Below,432224.0,0,119,1/0/00,Personal Auto,SUV,571
782,782,782,WM65373,California,F,College,800230.0,0,107,1/0/00,Corporate Auto,SUV,513
783,783,783,NH35059,Nevada,M,College,388545.0,0,105,1/0/00,Corporate Auto,Four-Door Car,504
784,784,784,QD38160,Oregon,M,College,447177.0,0,135,1/0/00,Personal Auto,SUV,972
785,785,785,BM15160,California,F,High School or Below,849635.0,44624,71,1/1/00,Special Auto,Four-Door Car,73
786,786,786,VY79030,Arizona,F,College,2250088.0,0,71,1/0/00,Corporate Auto,Four-Door Car,340
787,787,787,EV19512,Nevada,F,Master,1630196.0,19614,85,1/0/00,Personal Auto,Two-Door Car,574
788,788,788,TE13577,Oregon,F,College,231973.0,0,64,1/0/00,Personal Auto,Four-Door Car,632
789,789,789,WY97929,Arizona,M,College,871704.0,83846,74,1/3/00,Special Auto,Four-Door Car,355
790,790,790,YG20683,Washington,M,College,286011.0,51159,72,1/0/00,Personal Auto,Four-Door Car,4
791,791,791,FK75497,California,M,College,245340.0,83772,62,1/0/00,Personal Auto,Two-Door Car,42
792,792,792,NE60110,Arizona,M,College,598977.0,66839,154,1/0/00,Personal Auto,Luxury,739
793,793,793,TN36521,Arizona,F,College,2498022.0,88440,70,1/0/00,Personal Auto,Two-Door Car,27
794,794,794,HG33568,Arizona,F,Master,748263.0,25666,63,1/2/00,Personal Auto,Four-Door Car,270
795,795,795,TW17878,Oregon,F,High School or Below,245757.0,52926,61,1/0/00,Personal Auto,Four-Door Car,292
796,796,796,ZO83562,Nevada,F,Bachelor,237974.0,0,67,1/0/00,Personal Auto,Four-Door Car,494
797,797,797,CH97539,Washington,F,Bachelor,828696.0,40001,70,1/0/00,Personal Auto,Four-Door Car,142
798,798,798,CV29889,California,M,College,239391.0,0,70,1/0/00,Personal Auto,Four-Door Car,425
799,799,799,MO33320,Oregon,M,College,465715.0,18024,65,1/0/00,Personal Auto,Two-Door Car,312
800,800,800,QZ81258,Oregon,F,College,1319792.0,0,68,1/3/00,Personal Auto,Four-Door Car,326
801,801,801,NY56352,Oregon,F,Bachelor,280391.0,23220,74,1/0/00,Personal Auto,Four-Door Car,251
802,802,802,EA27048,California,F,High School or Below,864650.0,64125,108,1/0/00,Personal Auto,SUV,369
803,803,803,UT38865,Oregon,F,College,742587.0,58042,62,1/0/00,Corporate Auto,Four-Door Car,161
804,804,804,QC89139,Oregon,F,High School or Below,452873.0,90034,112,1/0/00,Corporate Auto,SUV,537
805,805,805,LA14484,Nevada,M,High School or Below,222707.0,27972,61,1/0/00,Special Auto,Four-Door Car,292
806,806,806,HN57556,California,F,High School or Below,729294.0,0,65,1/0/00,Personal Auto,Four-Door Car,312
807,807,807,CV31235,Arizona,M,Bachelor,318435.0,50989,80,1/0/00,Corporate Auto,Four-Door Car,255
808,808,808,WR45726,Arizona,F,Bachelor,1131520.0,11885,101,1/0/00,Special Auto,Four-Door Car,484
809,809,809,LB25094,California,F,Bachelor,253070.0,89451,63,1/0/00,Special Auto,Four-Door Car,61
810,810,810,KW56110,Oregon,M,Bachelor,1836155.0,0,182,1/0/00,Personal Auto,Luxury,1310
811,811,811,XO36233,Washington,M,Bachelor,864153.0,78904,109,1/0/00,Personal Auto,SUV,250
812,812,812,ZX86243,Arizona,M,Doctor,327853.0,70247,83,1/1/00,Personal Auto,Four-Door Car,141
813,813,813,DW29763,Arizona,M,High School or Below,527198.0,32653,67,1/0/00,Personal Auto,Two-Door Car,321
814,814,814,CT83377,Washington,M,High School or Below,376363.0,93595,97,1/4/00,Special Auto,Four-Door Car,49
815,815,815,OQ90898,California,M,Master,1395556.0,90279,115,1/0/00,Personal Auto,SUV,372
816,816,816,GO77248,Oregon,F,College,500152.0,0,72,1/0/00,Personal Auto,Four-Door Car,542
817,817,817,QW33258,California,M,Bachelor,708283.0,53310,189,1/3/00,Personal Auto,Luxury,1360
818,818,818,OU79745,California,M,College,761948.0,0,105,1/0/00,Personal Auto,Four-Door Car,504
819,819,819,VZ79886,Oregon,F,Bachelor,1255088.0,22234,160,1/0/00,Personal Auto,SUV,768
820,820,820,FI92440,Washington,F,High School or Below,3219660.0,91375,99,1/0/00,Personal Auto,Two-Door Car,72
821,821,821,YG85980,Nevada,F,High School or Below,679377.0,22250,86,1/0/00,Personal Auto,Two-Door Car,720
822,822,822,QM74621,Oregon,M,Bachelor,527231.0,0,80,1/0/00,Personal Auto,Four-Door Car,576
823,823,823,EI71732,Oregon,F,Doctor,626534.0,0,84,1/1/00,Personal Auto,Four-Door Car,481
824,824,824,VN79010,California,F,High School or Below,854758.0,51179,71,1/0/00,Corporate Auto,Four-Door Car,466
825,825,825,FI61723,California,M,Bachelor,278742.0,38667,72,1/0/00,Personal Auto,Four-Door Car,159
826,826,826,OH55411,California,F,Master,462680.0,79487,114,1/0/00,Corporate Auto,SUV,547
827,827,827,TF10720,Nevada,F,Doctor,866336.0,67763,107,1/2/00,Personal Auto,Four-Door Car,41
828,828,828,NW30838,Nevada,M,High School or Below,387222.0,0,62,1/2/00,Corporate Auto,Four-Door Car,503
829,829,829,CB58476,Oregon,F,College,517081.0,0,71,1/0/00,Corporate Auto,Four-Door Car,859
830,830,830,WI69346,California,F,Master,896028.0,71943,112,1/0/00,Corporate Auto,SUV,305
831,831,831,FS76657,Oregon,F,College,547183.0,53526,68,1/0/00,Personal Auto,Four-Door Car,278
832,832,832,YX89016,Oregon,M,College,3493100.0,35005,295,1/0/00,Personal Auto,Luxury,1416
833,833,833,PK28821,California,M,College,262039.0,24721,67,1/0/00,Personal Auto,Four-Door Car,139
834,834,834,MB51200,Washington,M,College,1906949.0,0,102,1/2/00,Personal Auto,Four-Door Car,734
835,835,835,XG44587,Arizona,M,Master,575744.0,88997,72,1/0/00,Personal Auto,Four-Door Car,174
836,836,836,FG91922,Arizona,M,Master,4022401.0,48587,111,1/0/00,Personal Auto,SUV,532
837,837,837,OM99303,Arizona,F,High School or Below,270148.0,76310,67,1/0/00,Personal Auto,Two-Door Car,321
838,838,838,RV67546,California,M,Bachelor,371243.0,73205,92,1/0/00,Personal Auto,Four-Door Car,37
839,839,839,UJ79253,Oregon,F,College,2185084.0,51056,78,1/0/00,Personal Auto,Four-Door Car,95
840,840,840,PN98247,California,M,College,784016.0,58414,210,1/2/00,Personal Auto,Luxury,1008
841,841,841,IB67546,California,F,Bachelor,823703.0,23940,107,1/0/00,Personal Auto,SUV,513
842,842,842,OE19087,California,F,High School or Below,224347.0,0,62,1/0/00,Personal Auto,Four-Door Car,446
843,843,843,CM95716,California,M,Bachelor,843446.0,44216,71,1/0/00,Personal Auto,Four-Door Car,72
844,844,844,MW62634,California,M,High School or Below,222707.0,27972,61,1/0/00,Corporate Auto,Four-Door Car,292
845,845,845,QW67581,Arizona,F,High School or Below,517002.0,0,69,1/0/00,Personal Auto,Four-Door Car,331
846,846,846,SN16059,California,F,Master,264144.0,29305,66,1/0/00,Personal Auto,Four-Door Car,475
847,847,847,OE51254,California,F,College,279068.0,53882,69,1/0/00,Personal Auto,Four-Door Car,331
848,848,848,RM42344,Oregon,M,College,274512.0,91757,69,1/1/00,Personal Auto,Four-Door Car,331
849,849,849,GB35238,California,F,Bachelor,757953.0,33906,64,1/0/00,Personal Auto,Two-Door Car,401
850,850,850,ML82674,Oregon,M,Bachelor,1097878.0,68158,139,1/1/00,Personal Auto,SUV,253
851,851,851,EI85244,California,M,College,825506.0,0,134,1/3/00,Personal Auto,SUV,643
852,852,852,DE28132,Oregon,M,College,474773.0,42165,123,1/0/00,Corporate Auto,SUV,799
853,853,853,TV25678,Washington,M,College,354090.0,0,101,1/0/00,Personal Auto,SUV,727
854,854,854,TY26512,California,M,Doctor,343613.0,30817,88,1/0/00,Personal Auto,Four-Door Car,91
855,855,855,OB69153,California,M,Bachelor,258218.0,68074,65,1/0/00,Personal Auto,Four-Door Car,27
856,856,856,QZ77637,Washington,F,College,1166509.0,84978,35353,1/1/00,Corporate Auto,Four-Door Car,166
857,857,857,XN41715,California,F,Master,739628.0,71135,92,1/1/00,Personal Auto,Four-Door Car,270
858,858,858,QR15857,California,F,College,433079.0,0,61,1/0/00,Personal Auto,Two-Door Car,292
859,859,859,FL69363,Oregon,M,Master,907576.0,37722,116,1/0/00,Personal Auto,Luxury,158
860,860,860,IS30295,Arizona,F,Bachelor,1463545.0,0,139,1/0/00,Personal Auto,SUV,667
861,861,861,WA25797,Washington,M,High School or Below,856476.0,95697,107,1/0/00,Personal Auto,Luxury,178
862,862,862,NL59519,California,F,College,1156568.0,64642,96,1/0/00,Personal Auto,Four-Door Car,404
863,863,863,ZU93025,Oregon,F,College,277104.0,50071,71,1/0/00,Personal Auto,Two-Door Car,18
864,864,864,DK94262,Oregon,M,High School or Below,850712.0,46754,106,1/1/00,Personal Auto,SUV,513
865,865,865,UQ30615,California,M,College,758211.0,64801,64,1/0/00,Corporate Auto,Four-Door Car,268
866,866,866,OR40060,Arizona,M,Bachelor,332309.0,70410,83,1/0/00,Personal Auto,Four-Door Car,131
867,867,867,DK32872,Nevada,F,High School or Below,523433.0,66957,131,1/1/00,Personal Auto,SUV,628
868,868,868,FA46418,Nevada,F,High School or Below,2470959.0,24213,78,1/1/00,Personal Auto,Four-Door Car,374
869,869,869,ER19995,Washington,F,College,1778627.0,99790,6464,1/0/00,Personal Auto,Four-Door Car,178
870,870,870,KI75855,Oregon,M,Master,255122.0,79751,63,1/0/00,Personal Auto,Two-Door Car,392
871,871,871,ND41876,Arizona,M,High School or Below,724771.0,86122,182,1/1/00,Personal Auto,Luxury,873
872,872,872,PN21042,Arizona,M,Bachelor,453884.0,82297,116,1/0/00,Personal Auto,Luxury,0
873,873,873,GJ43254,Washington,M,College,3164210.0,89057,98,1/0/00,Corporate Auto,Two-Door Car,187
874,874,874,AL46984,California,M,High School or Below,873042.0,43259,73,1/0/00,Personal Auto,Four-Door Car,350
875,875,875,JP58047,Oregon,M,College,833273.0,0,79,1/0/00,Personal Auto,Four-Door Car,379
876,876,876,ZE85014,California,M,College,235774.0,25064,62,1/0/00,Personal Auto,Four-Door Car,297
877,877,877,KU88219,Arizona,M,Master,463716.0,25816,119,1/0/00,Personal Auto,Luxury,571
878,878,878,UU98729,California,M,Bachelor,535719.0,0,73,1/0/00,Personal Auto,Four-Door Car,350
879,879,879,WS82822,Oregon,F,College,539197.0,41662,69,1/0/00,Corporate Auto,Four-Door Car,217
880,880,880,YB49933,Arizona,M,Bachelor,369414.0,96170,92,1/0/00,Personal Auto,Four-Door Car,441
881,881,881,XC16387,Arizona,F,High School or Below,504041.0,46072,64,1/0/00,Personal Auto,Four-Door Car,25
882,882,882,XJ96748,Arizona,F,High School or Below,2749542.0,37931,99,1/0/00,Personal Auto,Four-Door Car,475
883,883,883,TM98684,Oregon,M,High School or Below,484228.0,35127,62,1/0/00,Personal Auto,Four-Door Car,297
884,884,884,AY18433,Washington,F,High School or Below,2738281.0,45473,76,1/0/00,Special Auto,Two-Door Car,188
885,885,885,DM74502,Nevada,F,College,522710.0,93087,131,1/3/00,Corporate Auto,Luxury,628
886,886,886,FT56968,Arizona,M,High School or Below,259009.0,22398,67,1/2/00,Personal Auto,Four-Door Car,321
887,887,887,OX36896,California,M,High School or Below,1053607.0,92983,87,1/1/00,Corporate Auto,Four-Door Car,153
888,888,888,BZ65376,Arizona,M,Bachelor,858127.0,27689,239,1/2/00,Personal Auto,Luxury,2893
889,889,889,LN34660,California,F,College,946311.0,69654,118,1/0/00,Corporate Auto,SUV,629
890,890,890,JC29295,California,F,Bachelor,1344100.0,80744,111,1/0/00,Personal Auto,SUV,361
891,891,891,KJ87930,California,F,Bachelor,388650.0,0,112,1/0/00,Corporate Auto,SUV,1185
892,892,892,XT36360,Arizona,F,High School or Below,678489.0,0,64,1/1/00,Personal Auto,Four-Door Car,460
893,893,893,IX35050,Arizona,M,Bachelor,2359468.0,76358,66,1/0/00,Special Auto,Four-Door Car,86
894,894,894,UN97379,Oregon,M,Bachelor,253862.0,18608,71,1/0/00,Corporate Auto,Four-Door Car,340
895,895,895,MR57294,California,M,High School or Below,563994.0,73168,70,1/0/00,Personal Auto,Four-Door Car,425
896,896,896,UG79499,Washington,M,Bachelor,1168137.0,70930,99,1/0/00,Personal Auto,Four-Door Car,190
897,897,897,UA50747,Washington,F,High School or Below,2599775.0,62262,72,1/0/00,Corporate Auto,Four-Door Car,193
898,898,898,GL20444,Nevada,F,Master,1377836.0,91474,113,1/0/00,Corporate Auto,Two-Door Car,24
899,899,899,SP58110,California,F,Bachelor,492318.0,61469,63,1/5/00,Personal Auto,Four-Door Car,302
900,900,900,XM91635,Arizona,F,High School or Below,227233.0,16618,62,1/0/00,Special Auto,Four-Door Car,219
901,901,901,TV82603,California,F,Bachelor,1489539.0,48081,188,1/0/00,Personal Auto,Luxury,881
902,902,902,BB82067,Oregon,M,Doctor,975604.0,67632,121,1/0/00,Personal Auto,Luxury,26
903,903,903,JP94676,Oregon,F,Bachelor,942297.0,34115,119,1/0/00,Personal Auto,SUV,466
904,904,904,VU53417,Arizona,M,High School or Below,383735.0,23051,99,1/0/00,Personal Auto,Two-Door Car,475
905,905,905,IW54795,California,M,College,1095213.0,23748,99,1/0/00,Personal Auto,Four-Door Car,607
906,906,906,RN78170,Arizona,F,College,815913.0,40589,69,1/0/00,Corporate Auto,Four-Door Car,331
907,907,907,IX55883,California,F,College,1948049.0,50809,83,1/0/00,Personal Auto,Four-Door Car,290
908,908,908,XM72420,Arizona,F,High School or Below,391936.0,66676,97,1/0/00,Personal Auto,Four-Door Car,558
909,909,909,GC15104,Nevada,F,Bachelor,798514.0,52339,70,1/3/00,Corporate Auto,Four-Door Car,336
910,910,910,RX13282,Oregon,M,Bachelor,1216874.0,14973,115,1/0/00,Personal Auto,SUV,828
911,911,911,QA85890,Arizona,F,High School or Below,584932.0,0,83,1/0/00,Corporate Auto,Four-Door Car,540
912,912,912,IR62668,Arizona,F,Bachelor,508583.0,31546,65,1/0/00,Personal Auto,Four-Door Car,100
913,913,913,AL96740,California,F,College,290393.0,67763,73,1/1/00,Personal Auto,Four-Door Car,59
914,914,914,SS48498,Washington,F,College,627317.0,20836,79,1/0/00,Corporate Auto,Four-Door Car,193
915,915,915,PE39479,Washington,M,College,1832141.0,88592,76,1/0/00,Corporate Auto,Four-Door Car,199
916,916,916,JH62891,Oregon,F,College,517870.0,66943,65,1/1/00,Special Auto,Four-Door Car,53
917,917,917,FI20423,Arizona,F,High School or Below,1402435.0,81872,115,1/0/00,Special Auto,Four-Door Car,256
918,918,918,PM13394,Washington,F,College,530943.0,22404,70,1/1/00,Personal Auto,Four-Door Car,211
919,919,919,YV67971,California,F,High School or Below,494980.0,21342,62,1/0/00,Personal Auto,Four-Door Car,74
920,920,920,QD31377,California,M,Bachelor,859566.0,34621,108,1/1/00,Corporate Auto,SUV,621
921,921,921,YG10247,Oregon,M,College,2295189.0,62396,64,1/0/00,Personal Auto,Four-Door Car,307
922,922,922,FE73696,Oregon,M,High School or Below,379213.0,97212,93,1/0/00,Personal Auto,Two-Door Car,360
923,923,923,SW19699,Arizona,F,Bachelor,275574.0,49648,70,1/0/00,Personal Auto,Four-Door Car,65
924,924,924,QJ40732,Arizona,M,College,488033.0,97984,61,1/1/00,Personal Auto,Four-Door Car,407
925,925,925,HM76207,California,F,College,905190.0,26308,114,1/0/00,Corporate Auto,SUV,547
926,926,926,NT59303,Oregon,F,College,1011544.0,63528,256,1/0/00,Personal Auto,Luxury,1228
927,927,927,PU41393,Nevada,M,College,826907.0,20225,114,1/1/00,Special Auto,SUV,547
928,928,928,QO86948,Nevada,M,High School or Below,807165.0,0,112,1/0/00,Personal Auto,SUV,806
929,929,929,QN10888,Oregon,F,High School or Below,772699.0,87620,64,1/0/00,Personal Auto,Four-Door Car,24
930,930,930,VY19543,California,F,Bachelor,831113.0,0,72,1/0/00,Corporate Auto,Four-Door Car,311
931,931,931,XC15133,Nevada,F,Master,257402.0,34990,65,1/0/00,Personal Auto,Four-Door Car,42
932,932,932,ST43550,Oregon,M,Bachelor,572732.0,99934,71,1/0/00,Special Auto,Four-Door Car,460
933,933,933,FX36546,Washington,M,Master,367914.0,60804,92,1/0/00,Personal Auto,Four-Door Car,213
934,934,934,JX68983,Oregon,M,Bachelor,274451.0,94648,69,1/0/00,Personal Auto,Four-Door Car,331
935,935,935,HX78576,California,F,High School or Below,563674.0,24516,71,1/0/00,Personal Auto,Four-Door Car,300
936,936,936,ZQ11381,Arizona,M,Bachelor,1687038.0,61063,85,1/0/00,Personal Auto,Four-Door Car,262
937,937,937,ON39271,California,M,Master,273800.0,0,74,1/0/00,Personal Auto,Two-Door Car,263
938,938,938,SB18278,Oregon,M,Bachelor,464470.0,0,64,1/0/00,Corporate Auto,Four-Door Car,307
939,939,939,ZT30559,California,F,High School or Below,474668.0,15169,63,1/0/00,Personal Auto,Four-Door Car,302
940,940,940,XI41106,Arizona,M,College,1687432.0,55390,71,1/0/00,Corporate Auto,Two-Door Car,256
941,941,941,ZS88847,Oregon,F,Bachelor,238760.0,27592,62,1/0/00,Personal Auto,Four-Door Car,297
942,942,942,RU49126,Washington,F,College,446533.0,61846,112,1/0/00,Personal Auto,SUV,215
943,943,943,KR62797,Arizona,F,High School or Below,459162.0,83297,113,1/0/00,Personal Auto,SUV,542
944,944,944,ZJ73220,Arizona,F,College,1309258.0,0,188,1/0/00,Special Auto,Luxury,1353
945,945,945,FY62633,Oregon,M,Bachelor,911226.0,0,90,1/0/00,Personal Auto,Four-Door Car,432
946,946,946,CU36986,California,F,High School or Below,416516.0,55897,104,1/0/00,Personal Auto,Four-Door Car,499
947,947,947,WZ53904,Arizona,M,Bachelor,265998.0,21297,71,1/0/00,Personal Auto,Four-Door Car,45
948,948,948,AA71604,Arizona,F,Master,1198659.0,87560,98,1/1/00,Personal Auto,Two-Door Car,470
949,949,949,TD10493,Oregon,F,High School or Below,289873.0,0,96,1/4/00,Personal Auto,Four-Door Car,691
950,950,950,LY97989,Oregon,F,Bachelor,289424.0,0,85,1/0/00,Personal Auto,Four-Door Car,408
951,951,951,VX39856,Arizona,F,Doctor,350045.0,89398,86,1/0/00,Personal Auto,Four-Door Car,82
952,952,952,TP51897,California,F,College,262180.0,36843,68,1/3/00,Corporate Auto,Four-Door Car,357
953,953,953,QQ89253,Oregon,F,College,1022180.0,0,134,1/0/00,Personal Auto,SUV,643
954,954,954,EI91403,California,M,High School or Below,257827.0,34946,65,1/0/00,Personal Auto,Two-Door Car,420
955,955,955,QG15435,Arizona,F,College,624259.0,75680,78,1/0/00,Personal Auto,Four-Door Car,136
956,956,956,FZ55002,Nevada,F,Doctor,522028.0,0,69,1/0/00,Personal Auto,Four-Door Car,331
957,957,957,HX77930,Washington,F,College,313643.0,49532,79,1/1/00,Personal Auto,Four-Door Car,220
958,958,958,UN37063,Arizona,M,Bachelor,452536.0,10269,65,1/0/00,Personal Auto,Two-Door Car,170
959,959,959,VB87946,California,M,College,497035.0,49714,63,1/3/00,Personal Auto,Four-Door Car,266
960,960,960,AB60627,California,M,High School or Below,1546778.0,77517,129,1/0/00,Corporate Auto,SUV,98
961,961,961,TA34903,Oregon,M,High School or Below,583889.0,81082,73,1/0/00,Personal Auto,Four-Door Car,281
962,962,962,AQ51368,Oregon,F,Bachelor,1065688.0,72540,88,1/0/00,Corporate Auto,Two-Door Car,631
963,963,963,NZ26102,Oregon,F,High School or Below,228961.0,0,65,1/0/00,Personal Auto,Four-Door Car,468
964,964,964,GB45753,California,M,High School or Below,543980.0,61546,68,1/0/00,Corporate Auto,Two-Door Car,29
965,965,965,BV79904,California,F,Master,795615.0,44818,67,1/1/00,Personal Auto,Two-Door Car,136
966,966,966,OB49075,Arizona,M,Bachelor,445811.0,17622,65,1/1/00,Personal Auto,Four-Door Car,312
967,967,967,DS97676,Oregon,F,College,255505.0,0,72,1/0/00,Personal Auto,Four-Door Car,518
968,968,968,JO63462,California,M,Bachelor,330799.0,79797,84,1/0/00,Corporate Auto,Two-Door Car,31
969,969,969,NJ10602,Washington,F,College,845905.0,92717,70,1/0/00,Personal Auto,Two-Door Car,224
970,970,970,RS24501,Oregon,F,College,1335012.0,28919,173,1/0/00,Personal Auto,SUV,830
971,971,971,VT78274,Arizona,M,College,493122.0,0,68,1/0/00,Personal Auto,Four-Door Car,480
972,972,972,SU56153,Nevada,M,Bachelor,777683.0,63568,65,1/0/00,Corporate Auto,Two-Door Car,390
973,973,973,MN20737,Nevada,F,College,255367.0,73935,64,1/1/00,Corporate Auto,Four-Door Car,72
974,974,974,KL43114,Arizona,F,High School or Below,487646.0,0,66,1/0/00,Corporate Auto,Two-Door Car,316
975,975,975,YQ15567,Oregon,F,Bachelor,903430.0,18846,115,1/0/00,Personal Auto,SUV,552
976,976,976,TR88637,Arizona,F,High School or Below,810591.0,38893,103,1/0/00,Personal Auto,SUV,41
977,977,977,TC88986,Oregon,M,High School or Below,561968.0,0,153,1/0/00,Special Auto,SUV,1027
978,978,978,XX88577,California,M,Bachelor,1572713.0,84824,196,1/0/00,Corporate Auto,SUV,319
979,979,979,NE49052,California,F,High School or Below,661801.0,20068,86,1/0/00,Corporate Auto,Four-Door Car,411
980,980,980,KX17826,Oregon,M,Doctor,467004.0,0,125,1/0/00,Corporate Auto,SUV,600
981,981,981,CC91503,Arizona,F,High School or Below,1016936.0,0,135,1/0/00,Personal Auto,Luxury,648
982,982,982,WH32183,California,M,Bachelor,832307.0,97245,70,1/0/00,Personal Auto,Four-Door Car,4
983,983,983,ES90681,California,F,College,241776.0,51808,61,1/1/00,Personal Auto,Four-Door Car,351
984,984,984,DW96592,California,M,Bachelor,804487.0,71391,67,1/0/00,Personal Auto,Four-Door Car,284
985,985,985,MT23134,Oregon,M,High School or Below,532572.0,0,73,1/0/00,Personal Auto,Two-Door Car,496
986,986,986,BM69081,Arizona,M,Bachelor,694752.0,0,100,1/0/00,Personal Auto,SUV,925
987,987,987,MB90871,Oregon,F,College,584741.0,23496,77,1/0/00,Special Auto,Four-Door Car,13
988,988,988,GT62080,Washington,M,High School or Below,,55561,63,1/0/00,Personal Auto,Four-Door Car,227
989,989,989,QL77686,Nevada,F,College,472478.0,23986,119,1/0/00,Corporate Auto,SUV,463
990,990,990,ON77827,Arizona,F,Master,279022.0,22974,71,1/0/00,Personal Auto,Four-Door Car,180
991,991,991,KP18988,Oregon,F,High School or Below,2153133.0,0,101,1/0/00,Personal Auto,Four-Door Car,484
992,992,992,TI92884,Arizona,M,Bachelor,1262283.0,61844,106,1/0/00,Personal Auto,Luxury,508
993,993,993,JH73503,Arizona,M,Doctor,2017196.0,24804,73,1/0/00,Personal Auto,Two-Door Car,350
994,994,994,YE97964,California,F,Bachelor,1646436.0,27760,104,1/0/00,Personal Auto,SUV,302
995,995,995,VA30351,Oregon,F,High School or Below,559538.0,74454,71,1/0/00,Personal Auto,Four-Door Car,340
996,996,996,PV55726,Oregon,F,Master,417068.0,29462,107,1/1/00,Personal Auto,SUV,513
997,997,997,UC88305,Arizona,F,College,266544.0,52266,68,1/0/00,Corporate Auto,Two-Door Car,141
998,998,998,TS53809,Oregon,M,Bachelor,709891.0,0,70,1/0/00,Personal Auto,Two-Door Car,349
999,999,999,ZV32120,California,M,Doctor,397134.0,23599,103,1/0/00,Corporate Auto,SUV,494
1000,1000,1000,FB80807,Oregon,M,Bachelor,552821.0,36088,72,1/0/00,Personal Auto,Four-Door Car,345
1001,1001,1001,AS55677,California,F,High School or Below,833899.0,70534,104,1/0/00,Personal Auto,Four-Door Car,54
1002,1002,1002,WA15684,Oregon,M,College,3844585.0,27398,125,1/1/00,Personal Auto,SUV,600
1003,1003,1003,SA50567,Nevada,M,Bachelor,544855.0,85296,68,1/0/00,Personal Auto,Four-Door Car,342
1004,1004,1004,KJ31611,Arizona,M,High School or Below,1080806.0,31063,92,1/0/00,Personal Auto,Four-Door Car,441
1005,1005,1005,VL37375,California,M,Bachelor,618509.0,0,92,1/0/00,Personal Auto,Two-Door Car,1027
1006,1006,1006,KN21017,Nevada,M,High School or Below,320822.0,52367,81,1/0/00,Personal Auto,Four-Door Car,275
1007,1007,1007,PX44289,Arizona,M,College,548010.0,58651,71,1/0/00,Personal Auto,Four-Door Car,472
1008,1008,1008,AM97901,Nevada,F,College,2298615.0,84831,192,1/0/00,Special Auto,Luxury,1336
1009,1009,1009,RE42925,Oregon,M,Bachelor,1310792.0,49088,114,1/1/00,Corporate Auto,SUV,547
1010,1010,1010,TR81766,California,F,College,746292.0,70263,93,1/0/00,Corporate Auto,Two-Door Car,7
1011,1011,1011,CH85057,Oregon,F,Doctor,1146399.0,45354,285,1/0/00,Personal Auto,Luxury,540
1012,1012,1012,UP71482,Arizona,M,High School or Below,723613.0,0,63,1/0/00,Personal Auto,Four-Door Car,383
1013,1013,1013,EG40670,California,F,Bachelor,623268.0,28334,83,1/0/00,Special Auto,Four-Door Car,537
1014,1014,1014,HV83672,Oregon,F,Bachelor,2839332.0,38772,90,1/0/00,Personal Auto,Four-Door Car,321
1015,1015,1015,MG10140,Oregon,F,College,374675.0,41479,94,1/1/00,Personal Auto,Two-Door Car,19
1016,1016,1016,TC44716,California,M,Bachelor,2156933.0,23909,119,1/0/00,Personal Auto,SUV,571
1017,1017,1017,QO65264,California,M,College,501208.0,48328,63,1/0/00,Personal Auto,Two-Door Car,108
1018,1018,1018,EB66698,California,M,High School or Below,337185.0,86689,85,1/0/00,Corporate Auto,Two-Door Car,408
1019,1019,1019,OT52034,California,M,Bachelor,386477.0,24204,99,1/1/00,Personal Auto,Four-Door Car,707
1020,1020,1020,CH85444,Oregon,M,College,414571.0,25943,110,1/0/00,Corporate Auto,Two-Door Car,1067
1021,1021,1021,PU85769,California,M,High School or Below,515607.0,0,73,1/0/00,Personal Auto,Four-Door Car,807
1022,1022,1022,UI73201,California,M,College,366737.0,62375,92,1/0/00,Personal Auto,Two-Door Car,618
1023,1023,1023,SL50592,California,F,High School or Below,783568.0,0,71,1/0/00,Corporate Auto,Four-Door Car,404
1024,1024,1024,XP11075,Arizona,M,Bachelor,1456726.0,0,148,1/0/00,Personal Auto,SUV,710
1025,1025,1025,SI31236,Oregon,M,Bachelor,1017133.0,70200,65,1/0/00,Corporate Auto,Four-Door Car,312
1026,1026,1026,JN26745,Nevada,F,Bachelor,413577.0,0,112,1/0/00,Special Auto,Four-Door Car,707
1027,1027,1027,VK48036,Oregon,F,College,551149.0,79027,70,1/0/00,Corporate Auto,Four-Door Car,336
1028,1028,1028,JX76668,Washington,F,High School or Below,1131424.0,62935,141,1/0/00,Personal Auto,Luxury,232
1029,1029,1029,DS45802,California,F,High School or Below,541461.0,26893,68,1/0/00,Personal Auto,Four-Door Car,68
1030,1030,1030,OA96690,Oregon,F,High School or Below,742159.0,47406,94,1/1/00,Personal Auto,Four-Door Car,287
1031,1031,1031,EM27919,California,M,Bachelor,445811.0,17622,65,1/1/00,Personal Auto,Four-Door Car,312
1032,1032,1032,QO41043,Oregon,F,College,1447612.0,27572,124,1/0/00,Corporate Auto,SUV,595
1033,1033,1033,OV50124,Oregon,F,College,493688.0,0,72,1/2/00,Personal Auto,Two-Door Car,391
